stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
MEDATQ_1,,Médiathèque,,48.40249,-4.391999,,,0,,,1,,
GOUEZ_2,,Gouez,,48.410973,-4.526705,,,0,,,1,,
KRUHEL_2,,Kerhuel,,48.403923,-4.411631,,,0,,,1,,
GNEMER_2,,Guynemer,,48.39473,-4.463699,,,0,,,1,,
CORIOL_2,,Coriolis,,48.427258,-4.446878,,,0,,,1,,
GNEMER_1,,Guynemer,,48.39505,-4.463661,,,0,,,1,,
ETANG_2,,Etang,,48.41024,-4.520664,,,0,,,1,,
CORIO_1,,Coriolis,,48.427338,-4.44679,,,0,,,1,,
FRESN_1,,Fresnel,,48.428776,-4.448247,,,0,,,0,,
FLLERE_2,,Feuillère,,48.39135,-4.534533,,,0,,,1,,
FRESN_2,,Fresnel,,48.42869,-4.4483,,,0,,,0,,
RODIN_2,,Rodin,,48.397285,-4.464724,,,0,,,1,,
KERRA_1,,Kerarrouz,,48.37391,-4.595073,,,0,,,1,,
SPADIUM,,Spadium Parc,,48.39689,-4.421781,,,0,,,1,,
MESCOU_2,,Mescouezel,,48.37633,-4.597093,,,0,,,1,,
MBLANC_1,,Moulin Blanc,,48.396755,-4.420716,,,0,,,1,,
PALAR_2,,Palaren,,48.39671,-4.436095,,,0,,,1,,
TECHNO_2,,Technopôle,,48.360332,-4.571346,,,0,,,1,,
KCAO_1,,Kerscao,,48.405945,-4.408795,,,0,,,1,,
KERDNI_1,,Kerdaniou,,48.425396,-4.429798,,,0,,,0,,
RODIN_1,,Rodin,,48.397224,-4.464835,,,0,,,1,,
KERRA_2,,Kerarrouz,,48.373714,-4.594322,,,0,,,1,,
KCAO_3,,Kerscao,,48.405575,-4.409605,,,0,,,1,,
KERDNI_2,,Kerdaniou,,48.42531,-4.429715,,,0,,,0,,
AFPA_3,,AFPA,,48.41279,-4.50133,,,0,,,1,,
CHATAI_1,,Châtaigniers,,48.43404,-4.565637,,,0,,,1,,
RESIST_2,,Résistance,,48.40639,-4.389656,,,0,,,1,,
LACROS_1,,Lacrosse,,48.428165,-4.461084,,,0,,,1,,
PALAR_1,,Palaren,,48.396683,-4.435745,,,0,,,1,,
RESIST_1,,Résistance,,48.406586,-4.389965,,,0,,,1,,
LACROS_2,,Lacrosse,,48.427975,-4.460692,,,0,,,1,,
OCTROI_2,,Octroi,,48.396683,-4.475143,,,0,,,1,,
ETANG_1,,Etang,,48.410378,-4.520766,,,0,,,1,,
JANSEN_1,,Jansen,,48.428177,-4.44344,,,0,,,0,,
OCTROI_1,,Octroi,,48.39652,-4.474851,,,0,,,1,,
CHATAI_2,,Châtaigniers,,48.43393,-4.565214,,,0,,,1,,
FLOCH_2,,Floch,,48.401146,-4.455355,,,0,,,1,,
JANSEN_2,,Jansen,,48.42808,-4.443423,,,0,,,0,,
CORMO_2,,Cormorans,,48.404,-4.387264,,,0,,,1,,
MESCOU_1,,Mescouezel,,48.37613,-4.597273,,,0,,,1,,
MBLANC_2,,Moulin Blanc,,48.397087,-4.419542,,,0,,,1,,
JEZEQL_2,,Jézéquel,,48.40424,-4.393179,,,0,,,0,,
KERHOU_1,,Kerhourlo,,48.36673,-4.586082,,,0,,,1,,
LAVALL_3,,Lavallot,,48.421352,-4.42564,,,0,,,0,,
KERHOU_2,,Kerhourlo,,48.366978,-4.586286,,,0,,,1,,
DAGRE_1,,Daguerre,,48.430424,-4.462792,,,0,,,0,,
DAGRE_2,,Daguerre,,48.430473,-4.462676,,,0,,,0,,
LAVOIS_2,,Lavoisier,,48.426888,-4.443546,,,0,,,0,,
LAVOIS_1,,Lavoisier,,48.426926,-4.443636,,,0,,,0,,
T_PRIG_2,,Prigent,,48.39732,-4.529952,,,0,,,1,,
RTE_QP_1,,Rte de Quimper,,48.401245,-4.450276,,,0,,,1,,
T_PRIG_1,,Prigent,,48.39685,-4.529615,,,0,,,1,,
RTE_QP_2,,Rte de Quimper,,48.401333,-4.449266,,,0,,,1,,
PLZMAI_1,,Plouzané Mairie,,48.38018,-4.60031,,,0,,,1,,
KHN_M_2,,Kerhuon Mairie,,48.407467,-4.395839,,,0,,,1,,
PLZMAI_7,,Plouzané Mairie,,48.38013,-4.600045,,,0,,,1,,
KHN_M_1,,Kerhuon Mairie,,48.407673,-4.396102,,,0,,,1,,
POST16_2,,Arrière Garde,,48.39659,-4.506387,,,0,,,0,,
CROAS_2,,Croas-ar-go,,48.362778,-4.584138,,,0,,,1,,
PSNCF_1,,Pont SNCF,,48.406986,-4.393655,,,0,,,1,,
POST16_1,,Arrière Garde,,48.396652,-4.506414,,,0,,,0,,
CROAS_1,,Croas-ar-go,,48.36267,-4.584137,,,0,,,1,,
LEREUN_1,,Le Reun,,48.408615,-4.395645,,,0,,,1,,
LAVALL_5,,Cabanas,,48.431908,-4.437936,,,0,,,0,,
FARAD_2,,Faraday,,48.361015,-4.580125,,,0,,,1,,
CORMO_1,,Cormorans,,48.40425,-4.387175,,,0,,,1,,
LAVALL_6,,Cabanas,,48.43196,-4.437991,,,0,,,0,,
FARAD_1,,Faraday,,48.360817,-4.57994,,,0,,,1,,
PSNCF_2,,Pont SNCF,,48.406864,-4.393706,,,0,,,1,,
LAVALL_4,,Lavallot,,48.421593,-4.425748,,,0,,,0,,
KERALL_1,,Keralloche,,48.407288,-4.490002,,,0,,,1,,
KERALL_2,,Keralloche,,48.407368,-4.490479,,,0,,,1,,
BRAZZA_1,,Brazza,,48.397915,-4.461319,,,0,,,0,,
BRAZZA_2,,Brazza,,48.398132,-4.461554,,,0,,,0,,
REPUBL_1,,République,,48.38901,-4.478387,,,0,,,1,,
REPUBL_2,,République,,48.388958,-4.479173,,,0,,,1,,
STMARC_1,,St Marc,,48.398422,-4.453715,,,0,,,1,,
OCEANO_2,,Océanopolis,,48.391174,-4.435922,,,0,,,1,,
GOFFIC_2,,Le Goffic,,48.397446,-4.444269,,,0,,,1,,
GOFFIC_1,,Le Goffic,,48.397198,-4.443527,,,0,,,1,,
TY_YAN_1,,Ty Yann,,48.38978,-4.439196,,,0,,,1,,
PEGUY_2,,Péguy,,48.401817,-4.488767,,,0,,,0,,
PEGUY_1,,Péguy,,48.401894,-4.488893,,,0,,,0,,
SANQUE_2,,Sanquer,,48.391544,-4.474048,,,0,,,1,,
SANQUE_1,,Sanquer,,48.392136,-4.474093,,,0,,,1,,
TREORN_1,,Tréornou,,48.411057,-4.49891,,,0,,,1,,
TREORN_2,,Tréornou,,48.41116,-4.498484,,,0,,,1,,
KERINO_2,,Kerinou,,48.403946,-4.48895,,,0,,,1,,
KERINO_1,,Kerinou,,48.403423,-4.48899,,,0,,,1,,
ESTREE_2,,D'Estrées,,48.39481,-4.462523,,,0,,,1,,
DIXMUD_2,,Dixmude,,48.39901,-4.459346,,,0,,,1,,
ESTREE_1,,D'Estrées,,48.39483,-4.462148,,,0,,,1,,
GLASGO_2,,Glasgow,,48.393253,-4.484508,,,0,,,1,,
GLASGO_1,,Glasgow,,48.393253,-4.484287,,,0,,,1,,
HERO_1,,Héroult,,48.424156,-4.488795,,,0,,,0,,
KERMA_5,,Kermaria,,48.417473,-4.476902,,,0,,,0,,
STMARC_2,,St Marc,,48.398605,-4.454652,,,0,,,1,,
KERMA_4,,Kermaria,,48.41755,-4.476986,,,0,,,0,,
WATTO_1,,Watteau,,48.41295,-4.47361,,,0,,,0,,
WATTO_2,,Watteau,,48.41291,-4.473739,,,0,,,0,,
PERROS_1,,Perros,,48.42489,-4.49417,,,0,,,0,,
PERROS_2,,Perros,,48.42432,-4.493528,,,0,,,0,,
LENOBL_2,,Le Nobletz,,48.416847,-4.485576,,,0,,,0,,
LENOBL_1,,Le Nobletz,,48.41693,-4.485786,,,0,,,0,,
TRINIT_1,,La Trinité,,48.37073,-4.58587,,,0,,,1,,
COULOM_1,,Coulomb,,48.410183,-4.462538,,,0,,,1,,
KGNAN_2,,Kergonan,,48.411312,-4.457494,,,0,,,1,,
LANDEL_1,,Landelle,,48.39618,-4.439623,,,0,,,1,,
SCHUB_1,,Schubert,,48.391804,-4.523341,,,0,,,1,,
KGNAN_1,,Kergonan,,48.411613,-4.456831,,,0,,,1,,
TRINIT_2,,La Trinité,,48.370667,-4.585739,,,0,,,1,,
DJACQ_1,,Dourjacq,,48.407776,-4.471883,,,0,,,1,,
PORT_P_2,,Port de Plaisance,,48.39496,-4.433853,,,0,,,1,,
ENCLOS_1,,Enclos,,48.36952,-4.588524,,,0,,,1,,
PORT_P_1,,Port de Plaisance,,48.3947,-4.434093,,,0,,,1,,
SCHUB_2,,Schubert,,48.39196,-4.523157,,,0,,,1,,
GAMBET_2,,Gambetta Gare,,48.388355,-4.482111,,,0,,,1,,
M_ANGE_1,,Michel-Ange,,48.39351,-4.519767,,,0,,,1,,
GAMBET_1,,Gambetta Gare,,48.38829,-4.481966,,,0,,,1,,
ENCLOS_2,,Enclos,,48.36918,-4.588582,,,0,,,1,,
COULOM_2,,Coulomb,,48.410248,-4.461692,,,0,,,1,,
MOIGNE_1,,Le Moigne,,48.383118,-4.50964,,,0,,,1,,
MYOSO_1,,Myosotis,,48.373055,-4.588999,,,0,,,1,,
KERVAL_2,,Kervallon,,48.388596,-4.516525,,,0,,,0,,
ALB1ER_1,,Albert 1er,,48.397015,-4.487307,,,0,,,1,,
MYOSO_2,,Myosotis,,48.372932,-4.589629,,,0,,,1,,
RAMPES_1,,Rampes,,48.383118,-4.487708,,,0,,,0,,
BLEUET_2,,Bleuets,,48.374065,-4.584347,,,0,,,1,,
MOIGNE_2,,Le Moigne,,48.383347,-4.508307,,,0,,,1,,
BLEUET_1,,Bleuets,,48.374264,-4.58422,,,0,,,1,,
LANDEL_2,,Landelle,,48.396496,-4.440302,,,0,,,1,,
ISEN_2,,ISEN,,48.4067,-4.495802,,,0,,,1,,
RAMPES_2,,Rampes,,48.38305,-4.487412,,,0,,,0,,
ARTHAU_1,,Arthaud,,48.426495,-4.430929,,,0,,,0,,
ARTHAU_2,,Arthaud,,48.42641,-4.431008,,,0,,,0,,
COATU_2,,Coatuelen,,48.373997,-4.567661,,,0,,,1,,
BRAZ_2,,Lannével-Braz,,48.373707,-4.576036,,,0,,,1,,
FFI_2,,Place des FFI,,48.415337,-4.491018,,,0,,,1,,
BOURAY_4,,Bourayne,,48.38189,-4.527434,,,0,,,1,,
STANNE_2,,Plage Ste Anne,,48.361423,-4.554664,,,0,,,1,,
COATU_1,,Coatuelen,,48.374073,-4.567953,,,0,,,1,,
ALB1ER_2,,Albert 1er,,48.397186,-4.487172,,,0,,,1,,
BOURAY_3,,Bourayne,,48.38123,-4.527107,,,0,,,1,,
FFI_1,,Place des FFI,,48.41538,-4.491648,,,0,,,1,,
PLZ_1,,Plouzané Bourg,,48.381813,-4.622326,,,0,,,0,,
MUSEEM_2,,Musée de la Marine,,48.38274,-4.492345,,,0,,,1,,
MALMAN_2,,Malmanche,,48.382477,-4.604293,,,0,,,1,,
STPIER_2,,St-Pierre,,48.379547,-4.535471,,,0,,,1,,
MALMAN_1,,Malmanche,,48.38247,-4.604524,,,0,,,1,,
CHDEAU_1,,Château d'Eau,,48.374825,-4.556764,,,0,,,1,,
KERFEU_1,,Kerfeunteun,,48.388046,-4.528467,,,0,,,1,,
MUSEEM_1,,Musée de la Marine,,48.382835,-4.492221,,,0,,,1,,
KERFEU_2,,Kerfeunteun,,48.388542,-4.528384,,,0,,,1,,
TECHNO_1,,Technopôle,,48.3603,-4.569684,,,0,,,1,,
DJACQ_2,,Dourjacq,,48.40777,-4.471379,,,0,,,1,,
CHDEAU_2,,Château d'Eau,,48.374874,-4.557399,,,0,,,1,,
BRAZ_1,,Lannével-Braz,,48.37385,-4.576102,,,0,,,1,,
STANNE_1,,Plage Ste Anne,,48.36176,-4.554263,,,0,,,1,,
BERNAR_1,,Bernard,,48.398067,-4.44683,,,0,,,1,,
DOURIC_2,,Douric,,48.39768,-4.46695,,,0,,,1,,
COUPER_1,,Couperin,,48.412056,-4.499704,,,0,,,1,,
GRETRY_2,,Grétry,,48.409847,-4.496724,,,0,,,1,,
DOURIC_1,,Douric,,48.3976,-4.466883,,,0,,,1,,
DIXMUD_1,,Dixmude,,48.39889,-4.459518,,,0,,,1,,
GRETRY_1,,Grétry,,48.409332,-4.496843,,,0,,,1,,
BERNAR_2,,Bernard,,48.398125,-4.446719,,,0,,,1,,
KERISB_1,,Kerisbian,,48.398735,-4.448794,,,0,,,1,,
SANE_1,,Sané,,48.38967,-4.473989,,,0,,,1,,
SANE_2,,Sané,,48.389717,-4.474512,,,0,,,1,,
LIBERT_F,,Liberté Place,,48.390907,-4.486475,,,0,,,1,,
BRETAG_6,,Place de Bretagne,,48.41298,-4.490737,,,0,,,1,,
BRETAG_3,,Place de Bretagne,,48.413246,-4.490981,,,0,,,1,,
LUSSAC_2,,Gay Lussac,,48.407394,-4.494788,,,0,,,1,,
BACHET_1,,Poul Ar Bachet,,48.39708,-4.469831,,,0,,,1,,
ISEN_1,,ISEN,,48.40659,-4.495812,,,0,,,1,,
RICHEL_2,,Richelieu,,48.39432,-4.474844,,,0,,,1,,
LUSSAC_1,,Gay Lussac,,48.40788,-4.495287,,,0,,,1,,
KERISB_2,,Kerisbian,,48.398838,-4.448815,,,0,,,1,,
RICHEL_1,,Richelieu,,48.3947,-4.474802,,,0,,,1,,
PASTEU_1,,Pasteur,,48.39999,-4.489058,,,0,,,1,,
LANDRE_1,,Landréan,,48.378536,-4.618893,,,0,,,0,,
PASTEU_2,,Pasteur,,48.400826,-4.488875,,,0,,,1,,
M_ANGE_2,,Michel-Ange,,48.393436,-4.519504,,,0,,,1,,
MALEYS_2,,Maleyssie,,48.396416,-4.460965,,,0,,,1,,
MALEYS_1,,Maleyssie,,48.395523,-4.460572,,,0,,,1,,
KRQE_2,,Keranquéré,,48.379124,-4.530284,,,0,,,1,,
BACHET_2,,Poul Ar Bachet,,48.39699,-4.471247,,,0,,,1,,
BEUZIT_2,,Beuzit,,48.42184,-4.519465,,,0,,,1,,
GILARD_2,,Colas,,48.385067,-4.349237,,,0,,,1,,
BEUZIT_1,,Beuzit,,48.421227,-4.519215,,,0,,,1,,
GUIVAR_1,,Guivarch,,48.377617,-4.364489,,,0,,,1,,
PGUEAR_2,,Pen Ar Guear,,48.42938,-4.514012,,,0,,,1,,
FONT_B_1,,Fontaine Blanche,,48.370792,-4.363693,,,0,,,1,,
PGUEAR_1,,Pen Ar Guear,,48.42967,-4.513235,,,0,,,1,,
GILARD_1,,Colas,,48.384254,-4.349702,,,0,,,1,,
LANNOC_2,,Lannoc,,48.41165,-4.52286,,,0,,,1,,
LANNOC_1,,Lannoc,,48.41139,-4.522676,,,0,,,1,,
KRVRN_1,,Rte Chapelle St-Jean,,48.392796,-4.353493,,,0,,,0,,
KRVRN_2,,Rte Chapelle St-Jean,,48.392815,-4.3534,,,0,,,0,,
PGARE_2,,Petite Gare,,48.431355,-4.511143,,,0,,,1,,
MEHEUT_2,,Méheut,,48.37235,-4.366784,,,0,,,0,,
BOHARS_1,,Bohars Bourg,,48.42793,-4.514998,,,0,,,1,,
KAP_H_1,,Kap Huella,,48.38439,-4.38988,,,0,,,0,,
PGARE_1,,Petite Gare,,48.43141,-4.51072,,,0,,,1,,
GUIVAR_2,,Guivarch,,48.37762,-4.364203,,,0,,,1,,
PGARE_3,,Petite Gare,,48.4313,-4.511053,,,0,,,1,,
MEHEUT_1,,Méheut,,48.37199,-4.366324,,,0,,,0,,
PRINCE_2,,Prince Russe,,48.39529,-4.399671,,,0,,,1,,
BARADO_2,,Baradozic,,48.39515,-4.4128,,,0,,,1,,
MENDY_1,,Le Mendy,,48.395046,-4.409283,,,0,,,1,,
PRINCE_1,,Prince Russe,,48.39541,-4.399712,,,0,,,1,,
MENDY_2,,Le Mendy,,48.3948,-4.409165,,,0,,,1,,
JAFFRE_1,,Jaffres,,48.41029,-4.41924,,,0,,,1,,
MBLANC_3,,Moulin Blanc,,48.39597,-4.419236,,,0,,,1,,
JAFFRE_2,,Jaffres,,48.410065,-4.419068,,,0,,,1,,
BARADO_1,,Baradozic,,48.395393,-4.415143,,,0,,,1,,
PTGUI_2,,Porte de Guipavas,,48.418995,-4.444424,,,0,,,1,,
MONTAI_2,,Montaigne,,48.403187,-4.480887,,,0,,,1,,
LOSCOA_2,,Loscoat,,48.422314,-4.499412,,,0,,,1,,
MONTAI_1,,Montaigne,,48.403423,-4.480821,,,0,,,1,,
BRASSE_1,,Brasserie,,48.417503,-4.494544,,,0,,,1,,
CROASB_2,,Croas Ar Bis,,48.381325,-4.358015,,,0,,,0,,
MIRAB_1,,Mirabeau,,48.40994,-4.485379,,,0,,,1,,
LOSCOA_1,,Loscoat,,48.422127,-4.499373,,,0,,,1,,
CHFOIR_2,,Champ de Foire,,48.374043,-4.368462,,,0,,,1,,
CHFOIR_1,,Champ de Foire,,48.373817,-4.368043,,,0,,,1,,
BRAILL_1,,Braille,,48.403572,-4.471705,,,0,,,1,,
TY_ARM_2,,Ty Armor,,48.383568,-4.391739,,,0,,,1,,
HOCHE_2,,Hoche,,48.40398,-4.47547,,,0,,,1,,
TY_ARM_1,,Ty Armor,,48.38354,-4.393748,,,0,,,1,,
CHRIST_1,,St Christophe,,48.41187,-4.486363,,,0,,,0,,
DEREDE_2,,Deredec,,48.37855,-4.379445,,,0,,,1,,
BRAILL_2,,Braille,,48.403442,-4.471656,,,0,,,1,,
DEREDE_1,,Deredec,,48.37879,-4.379164,,,0,,,1,,
BRASSE_2,,Brasserie,,48.41797,-4.494762,,,0,,,1,,
KERDAN_2,,Kerdangui,,48.3755,-4.366901,,,0,,,0,,
CHRIST_2,,St Christophe,,48.412445,-4.486637,,,0,,,0,,
KERDAN_1,,Kerdangui,,48.375645,-4.367604,,,0,,,0,,
J_LESV_1,,Jules Lesven,,48.409363,-4.482239,,,0,,,1,,
BODONN_1,,Bodonn,,48.370625,-4.379024,,,0,,,1,,
J_LESV_2,,Jules Lesven,,48.40926,-4.48167,,,0,,,1,,
MENEZ_1,,Ty ar Menez,,48.384186,-4.354755,,,0,,,1,,
KERVEN_2,,Petit Kerven,,48.43306,-4.500067,,,0,,,1,,
KERVEN_1,,Petit Kerven,,48.432392,-4.500817,,,0,,,1,,
BODONN_2,,Bodonn,,48.37045,-4.379112,,,0,,,1,,
HOCHE_1,,Hoche,,48.403885,-4.47459,,,0,,,1,,
FONT_B_2,,Fontaine Blanche,,48.37095,-4.363777,,,0,,,1,,
ROZ_V_2,,Roz Vian,,48.41412,-4.522654,,,0,,,1,,
KERBR_2,,Kerbrat,,48.36749,-4.366749,,,0,,,1,,
KERBR_1,,Kerbrat,,48.367886,-4.366057,,,0,,,1,,
KERVAO_1,,Kervao,,48.42121,-4.503356,,,0,,,1,,
FILLIG_1,,Filiger,,48.375595,-4.379778,,,0,,,1,,
ROZ_V_1,,Roz Vian,,48.41377,-4.522523,,,0,,,1,,
FILLIG_2,,Filiger,,48.37558,-4.380061,,,0,,,1,,
DESCHART,,Deschart,,48.416992,-4.492794,,,0,,,1,,
SALAUN_1,,Salaün,,48.372562,-4.379814,,,0,,,1,,
KERVAO_2,,Kervao,,48.42117,-4.503604,,,0,,,1,,
SALAUN_2,,Salaün,,48.37244,-4.379967,,,0,,,1,,
FRANKL_2,,Franklin,,48.408047,-4.497564,,,0,,,1,,
JARDIN_1,,Jardin Botanique,,48.401115,-4.446159,,,0,,,1,,
GUELM_3,,Guelmeur,,48.39372,-4.459518,,,0,,,1,,
JARDIN_2,,Jardin Botanique,,48.40048,-4.445486,,,0,,,1,,
MELOU_2,,Melou,,48.391296,-4.462027,,,0,,,1,,
KMADEC_1,,Kermadec,,48.402245,-4.417007,,,0,,,1,,
MELOU_1,,Melou,,48.391315,-4.461627,,,0,,,1,,
GHENO_1,,Guéhenno,,48.410885,-4.397984,,,0,,,0,,
GROIX_1,,Groix,,48.407185,-4.504097,,,0,,,1,,
REUN_2,,Reun Ar C'hoat,,48.41351,-4.397719,,,0,,,1,,
GROIX_2,,Groix,,48.40707,-4.503972,,,0,,,1,,
KMADEC_2,,Kermadec,,48.402218,-4.416695,,,0,,,1,,
KNEIS_1,,Kerneïs,,48.40673,-4.506369,,,0,,,0,,
JESEQL_1,,Jézéquel,,48.40422,-4.392926,,,0,,,0,,
KNEIS_2,,Kerneïs,,48.406487,-4.50637,,,0,,,0,,
COUPER_2,,Couperin,,48.412174,-4.499638,,,0,,,1,,
REUN_1,,Reun Ar C'hoat,,48.413433,-4.397401,,,0,,,1,,
FLMING_2,,Fleming,,48.410183,-4.394208,,,0,,,0,,
FLMING_1,,Fleming,,48.41032,-4.394374,,,0,,,0,,
GUELM_4,,Guelmeur,,48.393795,-4.459437,,,0,,,1,,
D_BIAN_1,,Dour Bian,,48.392345,-4.458364,,,0,,,0,,
D_BIAN_2,,Dour Bian,,48.392403,-4.458464,,,0,,,0,,
KPLACE_1,,Kerinou,,48.40417,-4.489727,,,0,,,1,,
BARATI_2,,Baratier,,48.401447,-4.509302,,,0,,,0,,
BARATI_1,,Baratier,,48.40165,-4.509454,,,0,,,0,,
LANDAI_4,,Landais,,48.388798,-4.509067,,,0,,,1,,
MOUCH_1,,Mouchotte,,48.386787,-4.507433,,,0,,,1,,
MOUCH_2,,Mouchotte,,48.385647,-4.506633,,,0,,,1,,
LAMOT_2,,La Motte Picquet,,48.394848,-4.492932,,,0,,,1,,
LAMOT_1,,La Motte Picquet,,48.3949,-4.492473,,,0,,,1,,
DROGOU_1,,Drogou,,48.404785,-4.493951,,,0,,,1,,
SOMPY_2,,Sommepy,,48.40359,-4.487488,,,0,,,1,,
SOMPY_1,,Sommepy,,48.40371,-4.486426,,,0,,,1,,
PYROTE_2,,Pyrotechnie,,48.402454,-4.38666,,,0,,,1,,
PYROTE_1,,Pyrotechnie,,48.402325,-4.386789,,,0,,,1,,
HERO_2,,Héroult,,48.42425,-4.488652,,,0,,,0,,
LE_PAS_1,,Le Passage,,48.397835,-4.385313,,,0,,,1,,
VENTURA,,Ventura,,48.39474,-4.53392,,,0,,,0,,
LE_PAS_2,,Le Passage,,48.397564,-4.385211,,,0,,,1,,
COAT_T_4,,Coat Tan,,48.385857,-4.534653,,,0,,,1,,
LICHO_2,,Lichou,,48.406574,-4.41862,,,0,,,1,,
COAT_T_3,,Coat Tan,,48.386353,-4.534907,,,0,,,1,,
LICHO_1,,Lichou,,48.406883,-4.418743,,,0,,,1,,
CESKRX_3,,Fontaine Margot,,48.382923,-4.540374,,,0,,,1,,
BACH,,Bach,,48.39436,-4.529269,,,0,,,0,,
DROGOU_2,,Drogou,,48.404976,-4.494227,,,0,,,1,,
HELIA_2,,Hélias,,48.416367,-4.438585,,,0,,,1,,
HELIA_1,,Hélias,,48.41647,-4.438427,,,0,,,1,,
MAZE_1,,Mazé,,48.39628,-4.40353,,,0,,,1,,
MAZE_2,,Mazé,,48.39615,-4.403407,,,0,,,1,,
KERJAN_1,,Kerjean,,48.39928,-4.405047,,,0,,,0,,
DANTON_2,,Danton,,48.40768,-4.402189,,,0,,,1,,
KHN_B_2,,Kerhuon Bourg,,48.407898,-4.39891,,,0,,,1,,
KHN_B_1,,Kerhuon Bourg,,48.40799,-4.398886,,,0,,,1,,
CAMFR_2,,Camfrout,,48.39757,-4.392446,,,0,,,1,,
GNENO_2,,Guéhenno,,48.41066,-4.398071,,,0,,,0,,
CAMFR_1,,Camfrout,,48.39776,-4.392232,,,0,,,1,,
STFBLE_2,,Stade F. Le Blé,,48.402256,-4.463686,,,0,,,1,,
DANTON_1,,Danton,,48.407814,-4.402066,,,0,,,1,,
STFBLE_1,,Stade F. Le Blé,,48.4023,-4.462712,,,0,,,1,,
LANTEL_3,,Lantel,,48.453255,-4.470812,,,0,,,1,,
LOTTI_2,,Loti,,48.382614,-4.505562,,,0,,,1,,
8MAI_1,,8 Mai 45,,48.412956,-4.475529,,,0,,,0,,
8MAI_2,,8 Mai 45,,48.41335,-4.475504,,,0,,,0,,
PICCAR_2,,Piccard,,48.3621,-4.56413,,,0,,,0,,
CRUG_2,,Cruguel,,48.372932,-4.538958,,,0,,,1,,
PEUPLI_1,,Peupliers,,48.454243,-4.463067,,,0,,,0,,
CRUG_1,,Cruguel,,48.372955,-4.538633,,,0,,,1,,
PEUPLI_2,,Peupliers,,48.453968,-4.463416,,,0,,,0,,
PICCAR_1,,Piccard,,48.362095,-4.563878,,,0,,,0,,
BRUYER_2,,Bruyère,,48.438255,-4.469581,,,0,,,1,,
HDEVIL_2,,Hôtel de Ville,,48.39229,-4.484632,,,0,,,1,,
BRUYER_1,,Bruyère,,48.4381,-4.470271,,,0,,,1,,
KERGRO_2,,Kergroas,,48.43966,-4.474846,,,0,,,0,,
KERGRO_1,,Kergroas,,48.439976,-4.474952,,,0,,,0,,
KERLOIS1,,Kerloïs,,48.442024,-4.465824,,,0,,,1,,
MIRAB_A1,,Mirabeau,,48.409554,-4.485374,,,0,,,1,,
THIB_2,,Thibaudet,,48.37571,-4.541929,,,0,,,1,,
FUSILL_1,,Place des Fusillés,,48.450405,-4.465219,,,0,,,1,,
ECOLES_1,,Ecoles,,48.36081,-4.567493,,,0,,,1,,
THIB_1,,Thibaudet,,48.37527,-4.541427,,,0,,,1,,
FUSILL_2,,Place des Fusillés,,48.45067,-4.466157,,,0,,,1,,
FMONT_TA,,Fort Montbarey,,48.378605,-4.544078,,,0,,,1,,
F_ESPE_2,,Franchet d'Espérey,,48.382553,-4.508545,,,0,,,1,,
BRAS_1,,Le Bras,,48.450344,-4.462653,,,0,,,1,,
MONTB_3,,Fort Montbarey,,48.37816,-4.544056,,,0,,,1,,
BRAS_2,,Le Bras,,48.450504,-4.462113,,,0,,,1,,
PLEDAN_4,,Prat Lédan,,48.384186,-4.504983,,,0,,,1,,
MONTB_2,,Fort Montbarey,,48.378353,-4.54416,,,0,,,1,,
CIN_1,,Ecole Navale,,48.3757,-4.526142,,,0,,,1,,
EINSTE_1,,Einstein,,48.409447,-4.462916,,,0,,,0,,
BASSAN_1,,Fou de Bassan,,48.44378,-4.470574,,,0,,,0,,
MONTB_1,,Fort Montbarey,,48.37852,-4.544529,,,0,,,1,,
